title,link,snip,sjr,impact factor,5 year impact factor
"Prostaglandins, Leukotrienes & Essential Fatty Acids (PLEFA)",http://www.journals.elsevier.com/prostaglandins-leukotrienes-and-essential-fatty-acids-plefa/,0.768,0.942,2.346,2.895
Prostate International,http://www.journals.elsevier.com/prostate-international/,0.0,0.0,0.0,0.0
Protein Expression and Purification,http://www.journals.elsevier.com/protein-expression-and-purification/,0.789,0.715,1.695,1.617
Protist,http://www.journals.elsevier.com/protist/,1.095,1.454,3.045,3.388
Psicología Educativa,http://www.journals.elsevier.com/psicologia-educativa/,0.0,0.0,0.0,0.0
Psiquiatría Biológica,http://www.journals.elsevier.com/psiquiatria-biologica/,0.0,0.0,0.0,0.0
Psychiatric Clinics of North America,/journals/psychiatric-clinics-of-north-america/0193-953x,0.0,0.0,0.0,0.0
Psychiatry,/journals/psychiatry/1476-1793,0.0,0.0,0.0,0.0
Psychiatry Research,http://www.journals.elsevier.com/psychiatry-research/,1.067,1.106,2.467,2.947
Psychiatry Research: Neuroimaging,http://www.journals.elsevier.com/psychiatry-research-neuroimaging/,0.901,1.412,2.424,3.411
Psychiatry Research with Psychiatry Research - Neuroimaging Section (Combined Subscription),/journals/psychiatry-research-with-psychiatry-research-neuroimaging-section-combined-subscription/fs00-8064,0.0,0.0,0.0,0.0
Psychiatry (Section 32 EMBASE),/journals/psychiatry-section-32-embase/0014-4363,0.0,0.0,0.0,0.0
Psychologie du Travail et des Organisations,/journals/psychologie-du-travail-et-des-organisations/1420-2530,0.0,0.0,0.0,0.0
Psychologie Française,http://www.journals.elsevier.com/psychologie-francaise/,0.528,0.168,0.317,0.343
Psychology of Sport and Exercise,http://www.journals.elsevier.com/psychology-of-sport-and-exercise/,1.424,0.939,1.896,2.390
Psycho­neuro­endocrinology,http://www.journals.elsevier.com/psychoneuroendocrinology/,1.350,2.120,4.944,5.659
Psychosocial Intervention - Intervención Psicosocial,http://www.journals.elsevier.com/psychosocial-intervention-intervencion-psicosocial/,0.0,0.0,0.0,0.0
Psychosomatics,http://www.journals.elsevier.com/psychosomatics/,0.952,0.707,1.858,2.371
Public Health,http://www.journals.elsevier.com/public-health/,0.811,0.651,1.434,1.623
Public Health Forum,http://www.journals.elsevier.com/public-health-forum/,0.0,0.0,0.0,0.0
"Public Health, Social Medicine and Epidemiology (Section 17 EMBASE)",/journals/public-health-social-medicine-and-epidemiology-section-17-embase/0924-5723,0.0,0.0,0.0,0.0
Public Relations Review,http://www.journals.elsevier.com/public-relations-review/,1.304,0.614,0.656,1.179
Pulmonary Pharmacology and Therapeutics,http://www.journals.elsevier.com/pulmonary-pharmacology-and-therapeutics/,0.884,0.859,2.937,2.736
Pump Industry Analyst,http://www.journals.elsevier.com/pump-industry-analyst/,0.0,0.0,0.0,0.0
Quantitative Ecology Combined Set,/journals/quantitative-ecology-combined-set/fs00-5564,0.0,0.0,0.0,0.0
Quaternary Geochronology,http://www.journals.elsevier.com/quaternary-geochronology/,1.170,1.628,2.687,3.705
Quaternary International,http://www.journals.elsevier.com/quaternary-international/,1.079,1.000,2.062,2.481
Quaternary Research,http://www.journals.elsevier.com/quaternary-research/,0.993,1.055,2.544,2.676
Quaternary Science Reviews,http://www.journals.elsevier.com/quaternary-science-reviews/,1.568,2.318,4.572,5.039
Quaternary Science Reviews with Quaternary Geochronology (Combined Subscription),/journals/quaternary-science-reviews-with-quaternary-geochronology-combined-subscription/fs00-4108,0.0,0.0,0.0,0.0
Quaternary Science Reviews with Quaternary International (Combined Subscription),/journals/quaternary-science-reviews-with-quaternary-international-combined-subscription/fs00-1037,0.0,0.0,0.0,0.0
Radiation Measurements,http://www.journals.elsevier.com/radiation-measurements/,1.169,0.596,1.213,1.362
Radiation Physics and Chemistry,http://www.journals.elsevier.com/radiation-physics-and-chemistry/,1.085,0.489,1.380,1.404
Radiography,http://www.journals.elsevier.com/radiography/,0.0,0.0,0.0,0.0
Radiología,http://www.journals.elsevier.com/radiologia/,0.0,0.0,0.0,0.0
Radiología (English Edition),http://www.journals.elsevier.com/radiologia-english-edition/,0.0,0.0,0.0,0.0
Radiologic Clinics CME Program,http://www.journals.elsevier.com/radiologic-clinics-cme-program/,0.0,0.0,0.0,0.0
Radiologic Clinics of North America,/journals/radiologic-clinics-of-north-america/0033-8389,0.0,0.0,0.0,0.0
Radiology Case Reports,http://www.journals.elsevier.com/radiology-case-reports/,0.0,0.0,0.0,0.0
Radiology of Infectious Diseases,http://www.journals.elsevier.com/radiology-of-infectious-diseases/,0.0,0.0,0.0,0.0
Radiology (Section 14 EMBASE),/journals/radiology-section-14-embase/0014-4185,0.0,0.0,0.0,0.0
Radiotherapy & Oncology,http://www.journals.elsevier.com/radiotherapy-and-oncology/,1.609,2.156,4.363,4.502
Rangeland Ecology & Management,http://www.journals.elsevier.com/rangeland-ecology-and-management/,0.840,0.816,1.439,2.075
Rangelands,http://www.journals.elsevier.com/rangelands/,0.0,0.0,0.0,0.0
Rare Metal Materials and Engineering,http://www.journals.elsevier.com/rare-metal-materials-and-engineering/,0.0,0.0,0.0,0.0
Rare Metals,/journals/rare-metals/1001-0521,0.0,0.0,0.0,0.0
REACH,http://www.journals.elsevier.com/reach/,0.0,0.0,0.0,0.0
Reactive and Functional Polymers,http://www.journals.elsevier.com/reactive-and-functional-polymers/,1.060,0.783,2.515,2.535
Réanimation,/journals/reanimation/1624-0693,0.0,0.0,0.0,0.0
Redox Biology,http://www.journals.elsevier.com/redox-biology/,0.0,0.0,0.0,0.0
Refocus,/journals/refocus/1471-0846,0.0,0.0,0.0,0.0
Regenerative Therapy,http://www.journals.elsevier.com/regenerative-therapy/,0.0,0.0,0.0,0.0
Regional Science and Urban Economics,http://www.journals.elsevier.com/regional-science-and-urban-economics/,1.252,0.956,1.006,1.438
Regional Studies in Marine Science,http://www.journals.elsevier.com/regional-studies-in-marine-science/,0.0,0.0,0.0,0.0
Regulatory Peptides,http://www.journals.elsevier.com/regulatory-peptides/,0.0,0.0,0.0,0.0
Regulatory Toxicology and Pharmacology,http://www.journals.elsevier.com/regulatory-toxicology-and-pharmacology/,0.992,0.620,2.031,2.316
Rehabilitación,http://www.journals.elsevier.com/rehabilitacion/,0.0,0.0,0.0,0.0
Rehabilitation and Physical Medicine (Section 19 EMBASE),/journals/rehabilitation-and-physical-medicine-section-19-embase/0014-4231,0.0,0.0,0.0,0.0
Reinforced Plastics,http://www.journals.elsevier.com/reinforced-plastics/,0.0,0.0,0.0,0.0
Reliability Engineering & System Safety,http://www.journals.elsevier.com/reliability-engineering-and-system-safety/,2.627,1.588,2.410,2.693
Religion,/journals/religion/0048-721x,0.0,0.0,0.0,0.0
Remote Sensing Applications: Society and Environment,http://www.journals.elsevier.com/remote-sensing-applications-society-and-environment/,0.0,0.0,0.0,0.0
Remote Sensing of Environment,http://www.journals.elsevier.com/remote-sensing-of-environment/,3.342,3.691,6.393,7.769
Renewable & Sustainable Energy Reviews,http://www.journals.elsevier.com/renewable-and-sustainable-energy-reviews/,3.553,2.982,5.901,7.445
Renewable Energy,http://www.journals.elsevier.com/renewable-energy/,2.565,1.962,3.476,3.982
Renewable Energy Focus,http://www.journals.elsevier.com/renewable-energy-focus/,0.0,0.0,0.0,0.0
Reports of Practical Oncology and Radiotherapy,http://www.journals.elsevier.com/reports-of-practical-oncology-and-radiotherapy/,0.0,0.0,0.0,0.0
Reports on Mathematical Physics,http://www.journals.elsevier.com/reports-on-mathematical-physics/,0.631,0.387,0.871,0.705
Reprodução & Climatério,http://www.journals.elsevier.com/reproducao-and-climaterio/,0.0,0.0,0.0,0.0
Reproductive Biology,http://www.journals.elsevier.com/reproductive-biology/,0.756,0.470,1.524,1.486
Reproductive Biomedicine & Society Online,http://www.journals.elsevier.com/reproductive-biomedicine-and-society-online/,0.0,0.0,0.0,0.0
Reproductive BioMedicine Online,http://www.journals.elsevier.com/reproductive-biomedicine-online/,0.996,1.150,3.015,2.709
Reproductive Health Matters,http://www.journals.elsevier.com/reproductive-health-matters/,1.297,1.151,1.855,1.962
Reproductive Toxicology,http://www.journals.elsevier.com/reproductive-toxicology/,1.027,1.065,3.227,3.383
Research in Accounting Regulation,http://www.journals.elsevier.com/research-in-accounting-regulation/,0.0,0.0,0.0,0.0
Research in Autism Spectrum Disorders,http://www.journals.elsevier.com/research-in-autism-spectrum-disorders/,1.102,1.213,2.212,2.700
Research in Developmental Disabilities,http://www.journals.elsevier.com/research-in-developmental-disabilities/,1.183,0.986,1.887,2.399
Research in Economics,http://www.journals.elsevier.com/research-in-economics/,0.0,0.0,0.0,0.0
Research in International Business and Finance,http://www.journals.elsevier.com/research-in-international-business-and-finance/,0.0,0.0,0.0,0.0
Research in Microbiology,http://www.journals.elsevier.com/research-in-microbiology/,1.057,1.226,2.705,3.000
Research in Organizational Behavior,http://www.journals.elsevier.com/research-in-organizational-behavior/,0.926,1.637,1.562,3.400
Research in Social and Administrative Pharmacy,http://www.journals.elsevier.com/research-in-social-and-administrative-pharmacy/,0.967,0.567,1.438,1.536
Research in Social Stratification and Mobility,http://www.journals.elsevier.com/research-in-social-stratification-and-mobility/,0.0,0.0,0.0,0.0
Research in Transportation Business & Management,http://www.journals.elsevier.com/research-in-transportation-business-and-management/,0.0,0.0,0.0,0.0
Research in Transportation Economics,http://www.journals.elsevier.com/research-in-transportation-economics/,0.0,0.0,0.0,0.0
Research in Veterinary Science,http://www.journals.elsevier.com/research-in-veterinary-science/,0.813,0.610,1.409,1.517
Research Policy,http://www.journals.elsevier.com/research-policy/,2.767,2.317,3.117,4.257
Research Strategies,/journals/research-strategies/0734-3310,0.0,0.0,0.0,0.0
Resource and Energy Economics,http://www.journals.elsevier.com/resource-and-energy-economics/,1.530,1.364,1.329,2.037
Resource-Efficient Technologies,http://www.journals.elsevier.com/resource-efficient-technologies/,0.0,0.0,0.0,0.0
"Resources, Conservation and Recycling",http://www.journals.elsevier.com/resources-conservation-and-recycling/,1.975,1.267,2.564,3.280
Resources Policy,http://www.journals.elsevier.com/resources-policy/,1.767,0.959,2.053,2.288
Respiratory Investigation,http://www.journals.elsevier.com/respiratory-investigation/,0.0,0.0,0.0,0.0
Respiratory Medicine,http://www.journals.elsevier.com/respiratory-medicine/,1.266,1.160,3.086,3.064
Respiratory Medicine Case Reports,http://www.journals.elsevier.com/respiratory-medicine-case-reports/,0.0,0.0,0.0,0.0
Respiratory Medicine CME,/journals/respiratory-medicine-cme/1755-0017,0.0,0.0,0.0,0.0
Respiratory Medicine: COPD Update,/journals/respiratory-medicine-copd-update/1745-0454,0.0,0.0,0.0,0.0
Respiratory Medicine Extra,/journals/respiratory-medicine-extra/1744-9049,0.0,0.0,0.0,0.0
Respiratory Physiology & Neurobiology,http://www.journals.elsevier.com/respiratory-physiology-and-neurobiology/,0.774,0.813,1.971,2.185
Results in Immunology,http://www.journals.elsevier.com/results-in-immunology/,0.0,0.0,0.0,0.0
Results in Pharma Sciences,http://www.journals.elsevier.com/results-in-pharma-sciences/,0.0,0.0,0.0,0.0
Results in Physics,http://www.journals.elsevier.com/results-in-physics/,0.0,0.0,0.0,0.0
Resuscitation,http://www.journals.elsevier.com/resuscitation/,1.433,1.769,4.167,4.066
Reumatología Clínica,http://www.journals.elsevier.com/reumatologia-clinica/,0.0,0.0,0.0,0.0
Reumatología clínica (English edition),http://www.journals.elsevier.com/reumatologia-clinica-english-edition/,0.0,0.0,0.0,0.0
Review of Development Finance,http://www.journals.elsevier.com/review-of-development-finance/,0.0,0.0,0.0,0.0
Review of Economic Dynamics,http://www.journals.elsevier.com/review-of-economic-dynamics/,2.040,4.484,1.384,1.912
Review of Financial Economics,http://www.journals.elsevier.com/review-of-financial-economics/,0.0,0.0,0.0,0.0
Review of Palaeobotany and Palynology,http://www.journals.elsevier.com/review-of-palaeobotany-and-palynology/,1.022,0.934,1.940,2.159
Reviews in Gynaecological and Perinatal Practice,/journals/reviews-in-gynaecological-and-perinatal-practice/1871-2320,0.0,0.0,0.0,0.0
Reviews in Physics,http://www.journals.elsevier.com/reviews-in-physics/,0.0,0.0,0.0,0.0
Reviews in Vascular Medicine,http://www.journals.elsevier.com/reviews-in-vascular-medicine/,0.0,0.0,0.0,0.0
Revista Andaluza de Medicina del Deporte,http://www.journals.elsevier.com/revista-andaluza-de-medicina-del-deporte/,0.0,0.0,0.0,0.0
Revista Argentina de Microbiología,http://www.journals.elsevier.com/revista-argentina-de-microbiologia/,0.631,0.335,0.800,0.864
Revista Argentina de Radiología,http://www.journals.elsevier.com/revista-argentina-de-radiologia/,0.0,0.0,0.0,0.0
Revista Brasileira de Anestesiologia,http://www.journals.elsevier.com/revista-brasileira-de-anestesiologia/,0.0,0.0,0.0,0.0
Revista Brasileira de Cardiologia Invasiva,http://www.journals.elsevier.com/revista-brasileira-de-cardiologia-invasiva/,0.0,0.0,0.0,0.0
Revista Brasileira de Ciências do Esporte,http://www.journals.elsevier.com/revista-brasileira-de-ciencias-do-esporte/,0.0,0.0,0.0,0.0
Revista Brasileira de Entomologia,http://www.journals.elsevier.com/revista-brasileira-de-entomologia/,0.644,0.374,0.597,0.764
Revista Brasileira de Farmacognosia,http://www.journals.elsevier.com/revista-brasileira-de-farmacognosia/,0.651,0.310,0.834,0.807
Revista Brasileira de Hematologia e Hemoterapia,http://www.journals.elsevier.com/revista-brasileira-de-hematologia-e-hemoterapia/,0.0,0.0,0.0,0.0
Revista Brasileira de Ortopedia,http://www.journals.elsevier.com/revista-brasileira-de-ortopedia/,0.0,0.0,0.0,0.0
Revista Brasileira de Ortopedia (English Edition),http://www.journals.elsevier.com/revista-brasileira-de-ortopedia-english-edition/,0.0,0.0,0.0,0.0
Revista Brasileira de Reumatologia,http://www.journals.elsevier.com/revista-brasileira-de-reumatologia/,0.0,0.0,0.0,0.0
Revista Brasileira de Reumatologia (English Edition),http://www.journals.elsevier.com/revista-brasileira-de-reumatologia-english-edition/,0.0,0.0,0.0,0.0
Revista Chilena de Pediatría,http://www.journals.elsevier.com/revista-chilena-de-pediatria/,0.0,0.0,0.0,0.0
Revista Científica de la Sociedad Española de Enfermería Neurológica,http://www.journals.elsevier.com/revista-cientifica-de-la-sociedad-espanola-de-enfermeria-neurologica/,0.0,0.0,0.0,0.0
"Revista Clínica de Periodoncia, Implantología y Rehabilitación Oral",http://www.journals.elsevier.com/revista-clinica-de-periodoncia-implantologia-y-rehabilitacion-oral/,0.0,0.0,0.0,0.0
Revista Clínica Española,http://www.journals.elsevier.com/revista-clinica-espanola/,0.235,0.168,1.063,0.733
Revista Clínica Española (English Edition),http://www.journals.elsevier.com/revista-clinica-espanola-english-edition/,0.0,0.0,0.0,0.0
Revista Colombiana de Anestesiología,http://www.journals.elsevier.com/revista-colombiana-de-anestesiologia/,0.0,0.0,0.0,0.0
Revista Colombiana de Cancerología,http://www.journals.elsevier.com/revista-colombiana-de-cancerologia/,0.0,0.0,0.0,0.0
Revista Colombiana de Cardiología,http://www.journals.elsevier.com/revista-colombiana-de-cardiologia/,0.0,0.0,0.0,0.0
Revista Colombiana de Ortopedia y Traumatología,http://www.journals.elsevier.com/revista-colombiana-de-ortopedia-y-traumatologia/,0.0,0.0,0.0,0.0
Revista Colombiana de Psiquiatría,http://www.journals.elsevier.com/revista-colombiana-de-psiquiatria/,0.0,0.0,0.0,0.0
Revista Colombiana de Reumatología,http://www.journals.elsevier.com/revista-colombiana-de-reumatologia/,0.0,0.0,0.0,0.0
Revista da Associação Médica Brasileira,http://www.journals.elsevier.com/revista-da-associacao-medica-brasileira/,0.600,0.280,0.933,0.900
Revista da Associação Médica Brasileira (English Edition),http://www.journals.elsevier.com/revista-da-associacao-medica-brasileira-english-edition/,0.0,0.0,0.0,0.0
Revista de Calidad Asistencial,http://www.journals.elsevier.com/revista-de-calidad-asistencial/,0.0,0.0,0.0,0.0
Revista de Contabilidad - Spanish Accounting Review,http://www.journals.elsevier.com/revista-de-contabilidad-spanish-accounting-review/,0.0,0.0,0.0,0.0
Revista de Gastroenterología de México,http://www.journals.elsevier.com/revista-de-gastroenterologia-de-mexico/,0.0,0.0,0.0,0.0
Revista de Gastroenterología de México (English Edition),http://www.journals.elsevier.com/revista-de-gastroenterologia-de-mexico-english-edition/,0.0,0.0,0.0,0.0
Revista de la Educación Superior,http://www.journals.elsevier.com/revista-de-la-educacion-superior/,0.0,0.0,0.0,0.0
Revista de la Sociedad Española del Dolor,http://www.journals.elsevier.com/revista-de-la-sociedad-espanola-del-dolor/,0.0,0.0,0.0,0.0
Revista del Laboratorio Clínico,http://www.journals.elsevier.com/revista-del-laboratorio-clinico/,0.0,0.0,0.0,0.0
